,participant_id,trial_type,model,aphantasia_image,phantasia_image,target,choice,reaction_time,image_choice_location,accuracy,winner_model,chosen_image,winner_image,color,shape,content,overall,model_feedback,firstRandomizedTrial,timestamp,saw_visuals,visual_experiences,visual_description,time_to_emerge_visual,frequency_visual,intensity_visual,duration_visual,location_visual,emotional_experience,consciousness_changes,consciousness_description,visual_imagery_vividness,verbal_imagery_vividness,age,debrief,diagnosis,education,english_speaker,gender,handedness,normal_vision,previous_participation,verbal_likert,visual_likert,vviq-1,vviq-10,vviq-11,vviq-12,vviq-13,vviq-14,vviq-15,vviq-16,vviq-2,vviq-3,vviq-4,vviq-5,vviq-6,vviq-7,vviq-8,vviq-9,vviq_sum,vviq_z
44,10,normal,gemini,1558_gemini,1060_gemini,010_gemini,own,4.06,middle,1,na,participant_010_gemini,participant_010_gpto,0,4,4,3,"This visualization shows the room spinning around the head of the participant, which is what I felt happening to me. Although the room was red, black, and grey with little white stars when I did it, I think that this visualization is otherwise pretty accurate as to the sensation that I felt and experienced while sitting there. ",drawing,2025-04-16T22:59:21.410Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","In the beginning of it I felt very aware that there was a screen, but about a minute or two in the screen almost split in two and then looked almost like a black hole in the middle. That went on for a bit and then later in the experiment I experienced almost a hurricane sensation where the entire room felt like it was spinning and the screen was wrapping around my head and spinning the top portion of the room. During this I also experienced seeing stars, maybe they were just white dots but it looked like I was in a whirl of space with stars all around me. The spinning spiral was tilted towards the right corner of the room, and it spun for the majority of the time that I was in the room. Then, it felt like the screen was moving towards me and the ""hurricane"" spinning was coming closer to my face. ",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""As if in a dreamlike state""]","I was very aware of where I was the entire time, but it was very easy to feel like I was being ""sucked"" into the screen or that the screen was moving towards me.",,,21,I think the study was about how people experience this hallucinations differently and how vivid people are able to see the hallucinations based on how well they can use their visual imagery in other aspects of life,No,Bachelor's Degree,Yes,Woman,Right,Yes,No,8,8,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,56,-0.2973303550950847
45,10,normal,dalle,1558_dalle,1060_dalle,010_dalle,own,3.21,left,1,na,participant_010_dalle,participant_010_gpto,0,4,4,3,"This visualization shows the room spinning around the head of the participant, which is what I felt happening to me. Although the room was red, black, and grey with little white stars when I did it, I think that this visualization is otherwise pretty accurate as to the sensation that I felt and experienced while sitting there. ",drawing,2025-04-16T22:59:21.410Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","In the beginning of it I felt very aware that there was a screen, but about a minute or two in the screen almost split in two and then looked almost like a black hole in the middle. That went on for a bit and then later in the experiment I experienced almost a hurricane sensation where the entire room felt like it was spinning and the screen was wrapping around my head and spinning the top portion of the room. During this I also experienced seeing stars, maybe they were just white dots but it looked like I was in a whirl of space with stars all around me. The spinning spiral was tilted towards the right corner of the room, and it spun for the majority of the time that I was in the room. Then, it felt like the screen was moving towards me and the ""hurricane"" spinning was coming closer to my face. ",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""As if in a dreamlike state""]","I was very aware of where I was the entire time, but it was very easy to feel like I was being ""sucked"" into the screen or that the screen was moving towards me.",,,21,I think the study was about how people experience this hallucinations differently and how vivid people are able to see the hallucinations based on how well they can use their visual imagery in other aspects of life,No,Bachelor's Degree,Yes,Woman,Right,Yes,No,8,8,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,56,-0.2973303550950847
46,10,normal,gpt4.5,1558_gpt4.5,1060_gpt4.5,010_gpt4.5,own,3.06,left,1,na,participant_010_gpt4,participant_010_gpto,0,4,4,3,"This visualization shows the room spinning around the head of the participant, which is what I felt happening to me. Although the room was red, black, and grey with little white stars when I did it, I think that this visualization is otherwise pretty accurate as to the sensation that I felt and experienced while sitting there. ",drawing,2025-04-16T22:59:21.410Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","In the beginning of it I felt very aware that there was a screen, but about a minute or two in the screen almost split in two and then looked almost like a black hole in the middle. That went on for a bit and then later in the experiment I experienced almost a hurricane sensation where the entire room felt like it was spinning and the screen was wrapping around my head and spinning the top portion of the room. During this I also experienced seeing stars, maybe they were just white dots but it looked like I was in a whirl of space with stars all around me. The spinning spiral was tilted towards the right corner of the room, and it spun for the majority of the time that I was in the room. Then, it felt like the screen was moving towards me and the ""hurricane"" spinning was coming closer to my face. ",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""As if in a dreamlike state""]","I was very aware of where I was the entire time, but it was very easy to feel like I was being ""sucked"" into the screen or that the screen was moving towards me.",,,21,I think the study was about how people experience this hallucinations differently and how vivid people are able to see the hallucinations based on how well they can use their visual imagery in other aspects of life,No,Bachelor's Degree,Yes,Woman,Right,Yes,No,8,8,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,56,-0.2973303550950847
47,10,normal,claude,1558_claude,1060_claude,010_claude,own,3.78,middle,1,na,participant_010_claude,participant_010_gpto,0,4,4,3,"This visualization shows the room spinning around the head of the participant, which is what I felt happening to me. Although the room was red, black, and grey with little white stars when I did it, I think that this visualization is otherwise pretty accurate as to the sensation that I felt and experienced while sitting there. ",drawing,2025-04-16T22:59:21.410Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","In the beginning of it I felt very aware that there was a screen, but about a minute or two in the screen almost split in two and then looked almost like a black hole in the middle. That went on for a bit and then later in the experiment I experienced almost a hurricane sensation where the entire room felt like it was spinning and the screen was wrapping around my head and spinning the top portion of the room. During this I also experienced seeing stars, maybe they were just white dots but it looked like I was in a whirl of space with stars all around me. The spinning spiral was tilted towards the right corner of the room, and it spun for the majority of the time that I was in the room. Then, it felt like the screen was moving towards me and the ""hurricane"" spinning was coming closer to my face. ",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""As if in a dreamlike state""]","I was very aware of where I was the entire time, but it was very easy to feel like I was being ""sucked"" into the screen or that the screen was moving towards me.",,,21,I think the study was about how people experience this hallucinations differently and how vivid people are able to see the hallucinations based on how well they can use their visual imagery in other aspects of life,No,Bachelor's Degree,Yes,Woman,Right,Yes,No,8,8,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,56,-0.2973303550950847
48,10,final,na,na,na,na,own,10.02,top_middle,1,gpto,participant_010_gpto,participant_010_gpto,0,4,4,3,"This visualization shows the room spinning around the head of the participant, which is what I felt happening to me. Although the room was red, black, and grey with little white stars when I did it, I think that this visualization is otherwise pretty accurate as to the sensation that I felt and experienced while sitting there. ",drawing,2025-04-16T22:59:21.410Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","In the beginning of it I felt very aware that there was a screen, but about a minute or two in the screen almost split in two and then looked almost like a black hole in the middle. That went on for a bit and then later in the experiment I experienced almost a hurricane sensation where the entire room felt like it was spinning and the screen was wrapping around my head and spinning the top portion of the room. During this I also experienced seeing stars, maybe they were just white dots but it looked like I was in a whirl of space with stars all around me. The spinning spiral was tilted towards the right corner of the room, and it spun for the majority of the time that I was in the room. Then, it felt like the screen was moving towards me and the ""hurricane"" spinning was coming closer to my face. ",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""As if in a dreamlike state""]","I was very aware of where I was the entire time, but it was very easy to feel like I was being ""sucked"" into the screen or that the screen was moving towards me.",,,21,I think the study was about how people experience this hallucinations differently and how vivid people are able to see the hallucinations based on how well they can use their visual imagery in other aspects of life,No,Bachelor's Degree,Yes,Woman,Right,Yes,No,8,8,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,56,-0.2973303550950847
49,11,normal,stable,3199_stable,2714_stable,011_stable,own,25.81,right,1,na,participant_011_stable,participant_011_gpt4,0,4,4,4,"The contrast was much lower than in the image above. The shapes were blurry and the colors were most of the time just red and orange. Except when I had hallucinations of the whole screen changing to yellow, orange and white, at different times.
This image also does not include the face contour that I saw in one moment. I had to choose only one image, so I chose this one because it was the most common hallucination that I had.",verbal,2025-04-16T23:49:15.808Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black"",""Complex objects (e.g., animals, faces, buildings)""]","Since the very start I saw different visual patterns that changed quickly. I didn't know if those would classify as hallucinations, so in the beginning I didn't press space for at least 30s, maybe more. The patterns I saw changed quickly in the beginning, then more and more I started seeing rotating patterns, like a tornado, with the color extending out of the screen a little bit. When I blinked my eyes, the hallucination usually became less prominent, or even disappeared. I could also stop the hallucination without having to blink, if so I wished.   I got a little anxious, thinking if it could trigger some mental health problem, some thoughts about that run through my mind. At some point while that was happening, I started seeing contours that resembled contours of a face.   Later I saw some more localized patterns. I think that mostly at the right part of the screen and probably more at the bottom.   At some point my eyes seemed to get a little dry, so I blinked a lot. I had no hallucinations for a bit. Then I tried to get back to having hallucinations. I started having a little more again, but less pronounced. Eventually I saw some other colors other than black and red. I think I saw white, yellow and orange, for the whole screen.  At the very end I started feeling relaxed. I even wondered if my eyes were closing a little bit. Once in a while, when I was a little more alert I opened my eyes a little more. At those times I had a more ""realistic"" (less distorted) view of the screen.  When the white screen came with the message saying it was over, it seemed very bright.",They began to emerge immediately,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",In the center,No feeling about it one way or the other,"[""Became relaxed or sleepy""]","I felt sleepy, a little drowsy. My eyes seemed to be closing, as if I was falling asleep. I had to consciously prevent myself from not falling asleep.",,,35,visual hallucinations and imagery,ADHD,Master's Degree,No,Man,Right,Yes,No,7,5,4,4,3,5,4,4,4,4,4,4,3,5,5,5,5,2,65,0.5331440849980831
50,11,normal,gpto,3199_gpto,2714_gpto,011_gpto,aphantasia,19.98,middle,0,na,3199_gpto,participant_011_gpt4,0,4,4,4,"The contrast was much lower than in the image above. The shapes were blurry and the colors were most of the time just red and orange. Except when I had hallucinations of the whole screen changing to yellow, orange and white, at different times.
This image also does not include the face contour that I saw in one moment. I had to choose only one image, so I chose this one because it was the most common hallucination that I had.",verbal,2025-04-16T23:49:15.808Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black"",""Complex objects (e.g., animals, faces, buildings)""]","Since the very start I saw different visual patterns that changed quickly. I didn't know if those would classify as hallucinations, so in the beginning I didn't press space for at least 30s, maybe more. The patterns I saw changed quickly in the beginning, then more and more I started seeing rotating patterns, like a tornado, with the color extending out of the screen a little bit. When I blinked my eyes, the hallucination usually became less prominent, or even disappeared. I could also stop the hallucination without having to blink, if so I wished.   I got a little anxious, thinking if it could trigger some mental health problem, some thoughts about that run through my mind. At some point while that was happening, I started seeing contours that resembled contours of a face.   Later I saw some more localized patterns. I think that mostly at the right part of the screen and probably more at the bottom.   At some point my eyes seemed to get a little dry, so I blinked a lot. I had no hallucinations for a bit. Then I tried to get back to having hallucinations. I started having a little more again, but less pronounced. Eventually I saw some other colors other than black and red. I think I saw white, yellow and orange, for the whole screen.  At the very end I started feeling relaxed. I even wondered if my eyes were closing a little bit. Once in a while, when I was a little more alert I opened my eyes a little more. At those times I had a more ""realistic"" (less distorted) view of the screen.  When the white screen came with the message saying it was over, it seemed very bright.",They began to emerge immediately,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",In the center,No feeling about it one way or the other,"[""Became relaxed or sleepy""]","I felt sleepy, a little drowsy. My eyes seemed to be closing, as if I was falling asleep. I had to consciously prevent myself from not falling asleep.",,,35,visual hallucinations and imagery,ADHD,Master's Degree,No,Man,Right,Yes,No,7,5,4,4,3,5,4,4,4,4,4,4,3,5,5,5,5,2,65,0.5331440849980831
51,11,normal,gpt4.5,3199_gpt4.5,2714_gpt4.5,011_gpt4.5,own,10.17,middle,1,na,participant_011_gpt4,participant_011_gpt4,0,4,4,4,"The contrast was much lower than in the image above. The shapes were blurry and the colors were most of the time just red and orange. Except when I had hallucinations of the whole screen changing to yellow, orange and white, at different times.
This image also does not include the face contour that I saw in one moment. I had to choose only one image, so I chose this one because it was the most common hallucination that I had.",verbal,2025-04-16T23:49:15.808Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black"",""Complex objects (e.g., animals, faces, buildings)""]","Since the very start I saw different visual patterns that changed quickly. I didn't know if those would classify as hallucinations, so in the beginning I didn't press space for at least 30s, maybe more. The patterns I saw changed quickly in the beginning, then more and more I started seeing rotating patterns, like a tornado, with the color extending out of the screen a little bit. When I blinked my eyes, the hallucination usually became less prominent, or even disappeared. I could also stop the hallucination without having to blink, if so I wished.   I got a little anxious, thinking if it could trigger some mental health problem, some thoughts about that run through my mind. At some point while that was happening, I started seeing contours that resembled contours of a face.   Later I saw some more localized patterns. I think that mostly at the right part of the screen and probably more at the bottom.   At some point my eyes seemed to get a little dry, so I blinked a lot. I had no hallucinations for a bit. Then I tried to get back to having hallucinations. I started having a little more again, but less pronounced. Eventually I saw some other colors other than black and red. I think I saw white, yellow and orange, for the whole screen.  At the very end I started feeling relaxed. I even wondered if my eyes were closing a little bit. Once in a while, when I was a little more alert I opened my eyes a little more. At those times I had a more ""realistic"" (less distorted) view of the screen.  When the white screen came with the message saying it was over, it seemed very bright.",They began to emerge immediately,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",In the center,No feeling about it one way or the other,"[""Became relaxed or sleepy""]","I felt sleepy, a little drowsy. My eyes seemed to be closing, as if I was falling asleep. I had to consciously prevent myself from not falling asleep.",,,35,visual hallucinations and imagery,ADHD,Master's Degree,No,Man,Right,Yes,No,7,5,4,4,3,5,4,4,4,4,4,4,3,5,5,5,5,2,65,0.5331440849980831
52,11,normal,gemini,3199_gemini,2714_gemini,011_gemini,aphantasia,28.64,middle,0,na,3199_gemini,participant_011_gpt4,0,4,4,4,"The contrast was much lower than in the image above. The shapes were blurry and the colors were most of the time just red and orange. Except when I had hallucinations of the whole screen changing to yellow, orange and white, at different times.
This image also does not include the face contour that I saw in one moment. I had to choose only one image, so I chose this one because it was the most common hallucination that I had.",verbal,2025-04-16T23:49:15.808Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black"",""Complex objects (e.g., animals, faces, buildings)""]","Since the very start I saw different visual patterns that changed quickly. I didn't know if those would classify as hallucinations, so in the beginning I didn't press space for at least 30s, maybe more. The patterns I saw changed quickly in the beginning, then more and more I started seeing rotating patterns, like a tornado, with the color extending out of the screen a little bit. When I blinked my eyes, the hallucination usually became less prominent, or even disappeared. I could also stop the hallucination without having to blink, if so I wished.   I got a little anxious, thinking if it could trigger some mental health problem, some thoughts about that run through my mind. At some point while that was happening, I started seeing contours that resembled contours of a face.   Later I saw some more localized patterns. I think that mostly at the right part of the screen and probably more at the bottom.   At some point my eyes seemed to get a little dry, so I blinked a lot. I had no hallucinations for a bit. Then I tried to get back to having hallucinations. I started having a little more again, but less pronounced. Eventually I saw some other colors other than black and red. I think I saw white, yellow and orange, for the whole screen.  At the very end I started feeling relaxed. I even wondered if my eyes were closing a little bit. Once in a while, when I was a little more alert I opened my eyes a little more. At those times I had a more ""realistic"" (less distorted) view of the screen.  When the white screen came with the message saying it was over, it seemed very bright.",They began to emerge immediately,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",In the center,No feeling about it one way or the other,"[""Became relaxed or sleepy""]","I felt sleepy, a little drowsy. My eyes seemed to be closing, as if I was falling asleep. I had to consciously prevent myself from not falling asleep.",,,35,visual hallucinations and imagery,ADHD,Master's Degree,No,Man,Right,Yes,No,7,5,4,4,3,5,4,4,4,4,4,4,3,5,5,5,5,2,65,0.5331440849980831
53,11,normal,dalle,3199_dalle,2714_dalle,011_dalle,aphantasia,10.7,right,0,na,3199_dalle,participant_011_gpt4,0,4,4,4,"The contrast was much lower than in the image above. The shapes were blurry and the colors were most of the time just red and orange. Except when I had hallucinations of the whole screen changing to yellow, orange and white, at different times.
This image also does not include the face contour that I saw in one moment. I had to choose only one image, so I chose this one because it was the most common hallucination that I had.",verbal,2025-04-16T23:49:15.808Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black"",""Complex objects (e.g., animals, faces, buildings)""]","Since the very start I saw different visual patterns that changed quickly. I didn't know if those would classify as hallucinations, so in the beginning I didn't press space for at least 30s, maybe more. The patterns I saw changed quickly in the beginning, then more and more I started seeing rotating patterns, like a tornado, with the color extending out of the screen a little bit. When I blinked my eyes, the hallucination usually became less prominent, or even disappeared. I could also stop the hallucination without having to blink, if so I wished.   I got a little anxious, thinking if it could trigger some mental health problem, some thoughts about that run through my mind. At some point while that was happening, I started seeing contours that resembled contours of a face.   Later I saw some more localized patterns. I think that mostly at the right part of the screen and probably more at the bottom.   At some point my eyes seemed to get a little dry, so I blinked a lot. I had no hallucinations for a bit. Then I tried to get back to having hallucinations. I started having a little more again, but less pronounced. Eventually I saw some other colors other than black and red. I think I saw white, yellow and orange, for the whole screen.  At the very end I started feeling relaxed. I even wondered if my eyes were closing a little bit. Once in a while, when I was a little more alert I opened my eyes a little more. At those times I had a more ""realistic"" (less distorted) view of the screen.  When the white screen came with the message saying it was over, it seemed very bright.",They began to emerge immediately,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",In the center,No feeling about it one way or the other,"[""Became relaxed or sleepy""]","I felt sleepy, a little drowsy. My eyes seemed to be closing, as if I was falling asleep. I had to consciously prevent myself from not falling asleep.",,,35,visual hallucinations and imagery,ADHD,Master's Degree,No,Man,Right,Yes,No,7,5,4,4,3,5,4,4,4,4,4,4,3,5,5,5,5,2,65,0.5331440849980831
54,11,normal,claude,3199_claude,2714_claude,011_claude,aphantasia,12.76,left,0,na,3199_claude,participant_011_gpt4,0,4,4,4,"The contrast was much lower than in the image above. The shapes were blurry and the colors were most of the time just red and orange. Except when I had hallucinations of the whole screen changing to yellow, orange and white, at different times.
This image also does not include the face contour that I saw in one moment. I had to choose only one image, so I chose this one because it was the most common hallucination that I had.",verbal,2025-04-16T23:49:15.808Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black"",""Complex objects (e.g., animals, faces, buildings)""]","Since the very start I saw different visual patterns that changed quickly. I didn't know if those would classify as hallucinations, so in the beginning I didn't press space for at least 30s, maybe more. The patterns I saw changed quickly in the beginning, then more and more I started seeing rotating patterns, like a tornado, with the color extending out of the screen a little bit. When I blinked my eyes, the hallucination usually became less prominent, or even disappeared. I could also stop the hallucination without having to blink, if so I wished.   I got a little anxious, thinking if it could trigger some mental health problem, some thoughts about that run through my mind. At some point while that was happening, I started seeing contours that resembled contours of a face.   Later I saw some more localized patterns. I think that mostly at the right part of the screen and probably more at the bottom.   At some point my eyes seemed to get a little dry, so I blinked a lot. I had no hallucinations for a bit. Then I tried to get back to having hallucinations. I started having a little more again, but less pronounced. Eventually I saw some other colors other than black and red. I think I saw white, yellow and orange, for the whole screen.  At the very end I started feeling relaxed. I even wondered if my eyes were closing a little bit. Once in a while, when I was a little more alert I opened my eyes a little more. At those times I had a more ""realistic"" (less distorted) view of the screen.  When the white screen came with the message saying it was over, it seemed very bright.",They began to emerge immediately,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",In the center,No feeling about it one way or the other,"[""Became relaxed or sleepy""]","I felt sleepy, a little drowsy. My eyes seemed to be closing, as if I was falling asleep. I had to consciously prevent myself from not falling asleep.",,,35,visual hallucinations and imagery,ADHD,Master's Degree,No,Man,Right,Yes,No,7,5,4,4,3,5,4,4,4,4,4,4,3,5,5,5,5,2,65,0.5331440849980831
55,11,final,na,na,na,na,own,78.73,bottom_middle,1,gpt4.5,participant_011_gpt4,participant_011_gpt4,0,4,4,4,"The contrast was much lower than in the image above. The shapes were blurry and the colors were most of the time just red and orange. Except when I had hallucinations of the whole screen changing to yellow, orange and white, at different times.
This image also does not include the face contour that I saw in one moment. I had to choose only one image, so I chose this one because it was the most common hallucination that I had.",verbal,2025-04-16T23:49:15.808Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black"",""Complex objects (e.g., animals, faces, buildings)""]","Since the very start I saw different visual patterns that changed quickly. I didn't know if those would classify as hallucinations, so in the beginning I didn't press space for at least 30s, maybe more. The patterns I saw changed quickly in the beginning, then more and more I started seeing rotating patterns, like a tornado, with the color extending out of the screen a little bit. When I blinked my eyes, the hallucination usually became less prominent, or even disappeared. I could also stop the hallucination without having to blink, if so I wished.   I got a little anxious, thinking if it could trigger some mental health problem, some thoughts about that run through my mind. At some point while that was happening, I started seeing contours that resembled contours of a face.   Later I saw some more localized patterns. I think that mostly at the right part of the screen and probably more at the bottom.   At some point my eyes seemed to get a little dry, so I blinked a lot. I had no hallucinations for a bit. Then I tried to get back to having hallucinations. I started having a little more again, but less pronounced. Eventually I saw some other colors other than black and red. I think I saw white, yellow and orange, for the whole screen.  At the very end I started feeling relaxed. I even wondered if my eyes were closing a little bit. Once in a while, when I was a little more alert I opened my eyes a little more. At those times I had a more ""realistic"" (less distorted) view of the screen.  When the white screen came with the message saying it was over, it seemed very bright.",They began to emerge immediately,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",In the center,No feeling about it one way or the other,"[""Became relaxed or sleepy""]","I felt sleepy, a little drowsy. My eyes seemed to be closing, as if I was falling asleep. I had to consciously prevent myself from not falling asleep.",,,35,visual hallucinations and imagery,ADHD,Master's Degree,No,Man,Right,Yes,No,7,5,4,4,3,5,4,4,4,4,4,4,3,5,5,5,5,2,65,0.5331440849980831
56,12,normal,dalle,1645_dalle,1034_dalle,012_dalle,own,17.26,left,1,na,participant_012_dalle,participant_012_gemini,4,4,5,4,"the green dots appeared when I blinked, everything else while I was looking at the screen",drawing,2025-04-17T00:37:56.730Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]","First I saw a red right tilted vertical short line in the lower right quadrant of the screen, that went on for a little bit. The line was sometimes stable and sometimes flickering. The light from the eye tracker was distracting as that square with the red lights was kind of part of the screen. The square with the square red little lights from the eye tracker was moving with the flickering, up, down, to the sides and towards me. Screen looked sometimes bigger and sometimes smaller. It was overall overwhelming. Then when I blinked I saw black screen with lots of green bubbles. Back on the screen I saw lines now in yellow in the same position as the red one was. Then I saw almost like a wrapping motion of the red light on the side of the screen, where it looked like a firework almost shooting out from the left lower quadrant towards the upper right one. Then this stopped and I saw more red lines, now in upper left quadrant, looking like a double cross, four lines total, all red. The most exciting part was to see the screen more a little towards me and form a red and yellow spiral in the middle of the screen that was almost shooting red and yellow light out of the screen - somewhat like fire again. The yellow residue of faster and faster moving spiral spread across the whole screen. Shortly I saw another cross in the top right and then just the red lines moving up and down the whole screen. These red lines were moving around the screen almost at all times, aside from the sections when I looked at specific shapes, such lines would be mostly vertical, sometimes horizontal, and lesser times diagonal, would move up and down mostly and towards me.",4-5 minutes,Infrequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Felt transported to another place"",""Lost a sense of time""]","It was not comfortable and I hoped for it to end, but it passed way quicker than I expected - so the sense of time was altered.",,,27,hallucinations,No,Master's Degree,No,Woman,Right,Yes,No,7,9,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,77,1.6404433384556403
57,12,normal,stable,1645_stable,1034_stable,012_stable,own,8.8,right,1,na,participant_012_stable,participant_012_gemini,4,4,5,4,"the green dots appeared when I blinked, everything else while I was looking at the screen",drawing,2025-04-17T00:37:56.730Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]","First I saw a red right tilted vertical short line in the lower right quadrant of the screen, that went on for a little bit. The line was sometimes stable and sometimes flickering. The light from the eye tracker was distracting as that square with the red lights was kind of part of the screen. The square with the square red little lights from the eye tracker was moving with the flickering, up, down, to the sides and towards me. Screen looked sometimes bigger and sometimes smaller. It was overall overwhelming. Then when I blinked I saw black screen with lots of green bubbles. Back on the screen I saw lines now in yellow in the same position as the red one was. Then I saw almost like a wrapping motion of the red light on the side of the screen, where it looked like a firework almost shooting out from the left lower quadrant towards the upper right one. Then this stopped and I saw more red lines, now in upper left quadrant, looking like a double cross, four lines total, all red. The most exciting part was to see the screen more a little towards me and form a red and yellow spiral in the middle of the screen that was almost shooting red and yellow light out of the screen - somewhat like fire again. The yellow residue of faster and faster moving spiral spread across the whole screen. Shortly I saw another cross in the top right and then just the red lines moving up and down the whole screen. These red lines were moving around the screen almost at all times, aside from the sections when I looked at specific shapes, such lines would be mostly vertical, sometimes horizontal, and lesser times diagonal, would move up and down mostly and towards me.",4-5 minutes,Infrequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat unpleasant, but didn't mind going on","[""Felt transported to another place"",""Lost a sense of time""]","It was not comfortable and I hoped for it to end, but it passed way quicker than I expected - so the sense of time was altered.",,,27,hallucinations,No,Master's Degree,No,Woman,Right,Yes,No,7,9,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,77,1.6404433384556403
